"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"CRY2",-0.028,11.185,0.742,0.91
"PIGC",-0.03,10.326,0.742,0.91
"FLJ39005",-0.027,3.097,0.743,0.91
"CCR9",0.108,3.431,0.743,0.91
"CORO2B",-0.109,4.894,0.743,0.91
"CYP4F22",-0.188,3.995,0.743,0.91
"EPPK1",0.134,6.908,0.743,0.91
"MRPS18B",0.036,13.205,0.743,0.91
"SLC6A11",0.056,3.179,0.743,0.91
"GYS2",-0.067,3.089,0.743,0.91
"FAM19A2",-0.147,3.981,0.743,0.91
"VBP1",-0.041,8.297,0.743,0.91
"CST2",0.194,5.612,0.743,0.91
"LOC728875",0.049,15.401,0.743,0.91
"LOC100130920",0.078,7.261,0.743,0.91
"DUT",0.024,12.926,0.743,0.91
"NDRG4",0.089,5.297,0.743,0.91
"MARCO",-0.13,12.294,0.743,0.91
"CDKN1C",-0.131,13.675,0.744,0.91
"PAK3",0.033,3.067,0.744,0.91
"ICAM1",0.073,9.876,0.744,0.91
"JAM3",-0.123,7.175,0.744,0.91
"C6orf115",0.04,13.58,0.744,0.91
"BTN3A1",0.047,10.776,0.744,0.91
"HCG18",-0.058,9.805,0.744,0.91
"PCBP1",0.023,15.774,0.744,0.91
"COX6A1",-0.021,15.025,0.745,0.911
"HSPG2",-0.086,4.602,0.745,0.911
"PPP1R13B",-0.049,6.726,0.745,0.911
"LOC338756",-0.036,11.62,0.745,0.911
"MTIF3",-0.043,12.214,0.745,0.911
"TMEFF2",0.08,9.47,0.745,0.911
"UFC1",-0.025,11.312,0.745,0.911
"HIST1H2AL",-0.151,4.786,0.745,0.911
"LSM6",0.034,11.883,0.745,0.911
"FLJ27352",-0.095,3.498,0.745,0.911
"PPTC7",0.04,11.278,0.745,0.911
"CTSZ",0.083,12.663,0.745,0.911
"MAPK15",0.108,5.052,0.745,0.911
"BNC2",-0.142,6.821,0.746,0.911
"ACOT12",0.194,4.037,0.746,0.911
"LASP1",0.025,12.687,0.746,0.911
"CYP11A1",0.214,5.078,0.746,0.911
"CDH22",0.108,11.42,0.746,0.911
"HSPA6",0.107,12.162,0.746,0.911
"WIPI1",0.056,11.581,0.746,0.911
"LOC644189",0.114,7.744,0.746,0.911
"CST5",0.048,11.524,0.746,0.911
"DLGAP4",-0.053,9.39,0.746,0.911
"MAGI2",-0.086,3.487,0.746,0.911
"ZHX2",-0.05,8.763,0.747,0.911
"CIDEB",0.047,9.405,0.747,0.911
"CYSLTR2",-0.219,4.56,0.747,0.911
"ABCB11",-0.024,3.015,0.747,0.911
"C6",-0.021,3.058,0.747,0.911
"LHX5",-0.336,4.736,0.747,0.911
"SFRP2",-0.109,4.299,0.747,0.912
"SLC37A2",0.081,11.217,0.747,0.912
"DENND5A",0.041,11.464,0.747,0.912
"SPARC",-0.124,13.772,0.747,0.912
"FAM120B",0.043,8.726,0.747,0.912
"ZNF673",0.038,9.122,0.747,0.912
"PIAS3",-0.034,10.519,0.748,0.912
"DDAH2",0.044,11.33,0.748,0.912
"PARP12",-0.063,10.882,0.748,0.912
"ZNF704",-0.079,3.469,0.748,0.912
"ZNF678",-0.088,6.866,0.748,0.912
"ZNF847P",-0.047,3.271,0.748,0.912
"LOC283174",0.117,7.965,0.748,0.912
"ESPN",0.119,4.253,0.748,0.912
"MYEOV2",0.023,13.343,0.748,0.912
"GPR45",0.051,3.465,0.748,0.912
"MYBL1",-0.087,11.423,0.748,0.912
"KRT6C",-0.04,3.201,0.749,0.913
"ZNF783",-0.03,8.985,0.749,0.913
"IL24",-0.093,4.384,0.749,0.913
"GSTA2",0.195,6.296,0.749,0.913
"PIAS4",-0.032,8.911,0.749,0.913
"CARD14",-0.099,4.488,0.749,0.913
"GPR78",0.148,10.691,0.749,0.913
"FCGBP",-0.124,10.773,0.749,0.913
"LOC254128",0.038,8.885,0.749,0.913
"STMN3",0.075,13.674,0.749,0.913
"CDK5RAP1",0.023,9.305,0.75,0.913
"KRTAP13-4",-0.103,4.362,0.75,0.913
"C21orf59",0.034,11.473,0.75,0.913
"GSTT1",0.2,7.752,0.75,0.913
"CCRL1",-0.143,3.6,0.75,0.914
"LOC441251",0.094,8.381,0.75,0.914
"C17orf53",-0.118,4.229,0.75,0.914
"TBC1D16",-0.061,6.372,0.75,0.914
"DPY19L1P1",-0.204,4.945,0.751,0.914
"SYCE2",0.129,4.461,0.751,0.914
"TSC22D1",-0.094,9.603,0.751,0.914
"EGR2",0.259,9.944,0.751,0.914
"C8orf75",0.234,3.795,0.751,0.914
"MAP3K10",-0.04,10.011,0.751,0.914
"IAPP",0.068,5.273,0.751,0.914
"C3orf52",-0.104,3.457,0.751,0.914
"SLC25A3",-0.024,15.169,0.751,0.914
"MLXIPL",0.086,11.432,0.751,0.914
"PVRL1",-0.047,9.084,0.751,0.914
"DNAJC13",-0.031,9.913,0.751,0.914
"HEG1",-0.054,10.022,0.751,0.914
"LOC440792",0.073,3.527,0.751,0.914
"HIST1H2BO",-0.081,11.89,0.751,0.914
"TTC7B",-0.117,10.862,0.751,0.914
"KRT25",0.151,3.581,0.751,0.914
"FAM27A",0.071,7.247,0.752,0.914
"HSD17B1",0.181,11.782,0.752,0.914
"PWWP2B",-0.039,11.38,0.752,0.914
"C19orf40",0.106,3.72,0.752,0.914
"EIF2B4",-0.036,9.953,0.752,0.914
"TLX1",-0.096,3.467,0.752,0.914
"DENND1C",-0.043,12.514,0.752,0.914
"TMEM37",0.125,3.879,0.752,0.914
"LDHAL3",-0.055,7.432,0.752,0.914
"PSD",0.066,3.274,0.752,0.914
"PCCB",-0.037,10.173,0.753,0.915
"NUDT1",-0.029,12.086,0.753,0.915
"SLC35A5",0.056,7.972,0.753,0.915
"XKR6",0.101,4.288,0.753,0.915
"CCAR1",-0.036,10.257,0.753,0.915
"REPS2",0.062,9.245,0.753,0.915
"C12orf45",-0.035,10.54,0.753,0.915
"CYP4B1",-0.066,3.226,0.753,0.915
"SLC28A2",-0.065,3.333,0.753,0.915
"PVALB",0.225,8.79,0.753,0.915
"PP2672",-0.042,3.253,0.753,0.915
"RSPH10B",-0.262,3.933,0.753,0.915
"PBX2",0.075,9.464,0.753,0.915
"LRIG3",-0.077,3.254,0.753,0.915
"OR7E47P",0.074,6.398,0.753,0.915
"COQ5",-0.032,11.081,0.753,0.915
"NES",-0.113,4.156,0.754,0.915
"SATB2",-0.127,3.795,0.754,0.915
"TMEM88",0.065,8.433,0.754,0.915
"FAM92A1",-0.109,4.73,0.754,0.915
"HIST1H2AE",0.11,11.119,0.754,0.915
"ZFP36L1",-0.037,14.41,0.754,0.915
"ARSG",-0.039,8.367,0.754,0.915
"SPOP",0.036,11.027,0.754,0.915
"CLIC5",0.099,7.468,0.754,0.915
"CBARA1",-0.039,8.952,0.755,0.915
"HLA-DQB2",0.132,12.338,0.755,0.915
"DLK1",-0.19,4.783,0.755,0.915
"LOC100190939",0.041,10.427,0.755,0.915
"GLS",-0.044,11.069,0.755,0.915
"POLR2K",0.024,11.843,0.755,0.915
"TBC1D9",0.072,10.767,0.755,0.915
"MPDU1",0.029,10.617,0.756,0.916
"COMMD7",-0.032,11.625,0.756,0.916
"GNRH2",0.056,8.178,0.756,0.916
"A2M",-0.124,5.536,0.756,0.916
"ZNF398",-0.032,10.989,0.756,0.916
"C1orf158",0.107,8.842,0.756,0.916
"ZNF19",-0.124,3.724,0.756,0.916
"DAOA",-0.083,3.207,0.756,0.916
"LOC644297",-0.152,9.653,0.756,0.916
"STAT2",-0.081,9.072,0.756,0.916
"FRMD3",-0.107,3.743,0.756,0.916
"EPHX1",0.061,6.099,0.757,0.916
"TTC21A",-0.067,9.633,0.757,0.916
"LNX2",0.054,8.442,0.757,0.917
"FBXW7",0.033,11.609,0.757,0.917
"TMEM30B",-0.08,8.023,0.757,0.917
"FOXH1",0.052,6.339,0.757,0.917
"AGAP1",-0.06,9.713,0.757,0.917
"ALG13",-0.036,10.172,0.757,0.917
"DNASE1",-0.104,6.658,0.757,0.917
"SMARCD2",0.055,10.961,0.757,0.917
"A2LD1",-0.049,9.223,0.757,0.917
"SLC22A10",0.102,3.712,0.757,0.917
"TESC",-0.042,13.911,0.758,0.917
"LOC399881",0.064,8.75,0.758,0.917
"LOC100133118",0.059,7.381,0.758,0.917
"COLEC12",0.149,3.805,0.758,0.918
"BAIAP2L2",-0.059,7.307,0.758,0.918
"NDEL1",0.037,9.232,0.758,0.918
"TRPC3",0.125,5.396,0.759,0.918
"IRAK4",-0.045,9.057,0.759,0.918
"TMEM141",0.03,12.225,0.759,0.918
"HINT1",-0.027,15.643,0.759,0.918
"SPTB",0.149,9.22,0.759,0.918
"CCDC136",-0.065,6.189,0.759,0.918
"CHD3",0.055,8.541,0.759,0.918
"IGFBP4",0.086,3.659,0.759,0.918
"MCM3AP",0.027,12.269,0.759,0.918
"DDX59",0.057,8.738,0.759,0.918
"HSPA12A",-0.088,3.28,0.759,0.918
"PTCHD1",0.032,3.151,0.759,0.918
"PNRC2",0.033,12.147,0.759,0.918
"HIST1H3G",0.047,12.759,0.759,0.918
"TMEM208",0.019,12.588,0.759,0.918
"FAM13B1",0.035,9.993,0.759,0.918
"UBE2D4",-0.038,7.888,0.76,0.918
"ARMCX3",0.042,7.828,0.76,0.918
"C9orf131",0.077,5.049,0.76,0.918
"LSM11",-0.039,7.424,0.76,0.918
"RAB24",0.041,13.911,0.76,0.918
"GRAMD2",-0.036,3.197,0.76,0.918
"RAB39B",-0.047,7.895,0.76,0.918
"POMP",-0.025,12.466,0.76,0.918
"APOC4",0.107,3.913,0.76,0.918
"RBM34",0.03,11.778,0.76,0.918
"FAM74A3",-0.056,3.122,0.76,0.918
"CXorf39",0.036,10.625,0.76,0.918
"GOLGA6",0.111,6.349,0.76,0.918
"ZNF280B",0.092,4.153,0.76,0.918
"GLB1L3",-0.057,3.194,0.76,0.918
"FAM46A",0.044,11.746,0.761,0.918
"NNT",0.03,8.635,0.761,0.918
"NCL",0.029,14.7,0.761,0.918
"FGF3",0.066,12.163,0.761,0.918
"LOC55908",0.458,5.66,0.761,0.918
"ITPRIPL1",-0.084,7.524,0.761,0.918
"ST3GAL4",0.046,8.855,0.761,0.918
"BMI1",-0.03,11.391,0.761,0.918
"SMPX",-0.014,3.018,0.761,0.918
"MTBP",0.097,4.912,0.761,0.918
"WARS",0.094,12.985,0.761,0.918
"STAT1",0.122,11.443,0.761,0.918
"DPP6",-0.125,3.543,0.761,0.918
"ANKRD37",-0.042,9.034,0.761,0.918
"MED12",-0.034,8.248,0.762,0.918
"EMILIN1",-0.051,7.767,0.762,0.918
"ZACN",-0.131,4.487,0.762,0.918
"VPS41",0.026,8.732,0.762,0.918
"OBSCN",0.097,9.69,0.762,0.918
"IPO7",0.041,10.03,0.762,0.918
"FAM83H",-0.046,7.139,0.762,0.918
"WAPAL",-0.024,12.512,0.762,0.918
"TBC1D2",0.065,10.543,0.762,0.919
"ATP5E",0.024,16.779,0.762,0.919
"LZTFL1",-0.037,9.067,0.762,0.919
"AGPAT6",-0.028,10.611,0.763,0.919
"CDKN2AIP",0.043,9.42,0.763,0.919
"TTYH3",0.035,10.415,0.763,0.919
"HCLS1",0.027,16.465,0.763,0.919
"FXN",-0.027,8.575,0.763,0.919
"TSPYL2",0.051,11.13,0.763,0.919
"PSME4",0.023,9.545,0.763,0.919
"PDZD11",0.031,9.433,0.763,0.919
"HIST1H2BJ",-0.097,10.216,0.763,0.919
"OR8K3",-0.041,3.18,0.763,0.919
"HIST1H1A",-0.155,5.127,0.763,0.919
"ITM2A",-0.055,11.641,0.764,0.919
"CAMK4",-0.08,8.342,0.764,0.919
"LOC100129115",0.063,6.608,0.764,0.919
"PIGU",0.033,7.672,0.764,0.919
"MGRN1",0.029,13.403,0.764,0.919
"FANCG",0.03,10.309,0.764,0.919
"CEACAM6",-0.299,5.026,0.764,0.919
"ADAM8",0.041,15.556,0.764,0.919
"SMARCA4",-0.033,13.896,0.764,0.919
"HLA-DRB1",0.05,16.586,0.764,0.919
"PEG3",-0.02,3.056,0.764,0.919
"PCLO",0.033,3.202,0.764,0.919
"OPLAH",0.06,9.495,0.764,0.92
"TCERG1",0.028,9.355,0.764,0.92
"ZNF844",0.036,3.108,0.765,0.92
"C1orf106",0.073,3.175,0.765,0.92
"CALU",0.035,8.269,0.765,0.92
"R3HDM1",-0.022,9.266,0.765,0.92
"MMD",0.097,12.974,0.765,0.92
"PCNP",-0.028,13.039,0.765,0.92
"MLL",0.046,12.991,0.765,0.92
"VRK3",-0.035,10.255,0.765,0.92
"NRBP1",0.026,11.165,0.765,0.92
"CCIN",-0.068,6.823,0.765,0.92
"LOC728705",-0.067,6.161,0.766,0.92
"NOVA2",-0.088,4.979,0.766,0.92
"ACAD9",0.027,12.005,0.766,0.92
"SMARCA1",0.102,4.28,0.766,0.92
"SPATA4",-0.023,3.081,0.766,0.92
"TMEM106B",-0.033,10.214,0.766,0.921
"PDE3B",0.045,8.393,0.766,0.921
"FAM131B",-0.141,5.558,0.766,0.921
"HSPB6",0.042,5.265,0.766,0.921
"RPS23",0.027,16.447,0.766,0.921
"C17orf63",-0.04,10.015,0.766,0.921
"OR10H1",0.125,3.862,0.767,0.921
"LGALS8",-0.053,11.358,0.767,0.921
"TUBGCP4",-0.04,7.024,0.767,0.921
"DCBLD2",0.088,5.073,0.767,0.921
"PPP1R16A",0.039,11.816,0.767,0.921
"USP41",0.135,6.434,0.767,0.921
"FAM13A1",0.068,9.25,0.767,0.921
"C19orf71",-0.124,4.239,0.767,0.921
"MARCH4",-0.102,3.446,0.767,0.921
"ARRB1",0.042,10.297,0.767,0.921
"ZNF768",-0.051,8.959,0.767,0.921
"BTAF1",-0.042,8.866,0.767,0.921
"HLA-DRB5",0.056,16.063,0.767,0.921
"USP40",0.037,7.401,0.767,0.921
"PYROXD1",0.049,8.905,0.768,0.921
"MGC3032",0.042,6.744,0.768,0.921
"NFATC1",0.039,12.532,0.768,0.921
"CEP97",0.077,8.264,0.768,0.921
"IGF1R",0.064,9.6,0.768,0.921
"LOC728179",-0.021,16.353,0.768,0.921
"SLCO2B1",0.04,3.193,0.768,0.921
"KIFC1",-0.119,5.737,0.768,0.921
"ZKSCAN2",-0.054,8.189,0.768,0.921
"EPS15L2",0.056,7.788,0.768,0.922
"SREBF1",0.046,13.485,0.768,0.922
"B3GAT2",0.243,4.638,0.769,0.922
"TBC1D13",0.028,13.221,0.769,0.922
"KLHL26",0.037,6.817,0.769,0.922
"NOXA1",-0.061,9.821,0.769,0.922
"LOC100131067",-0.091,3.455,0.769,0.922
"AGAP10",-0.141,6.984,0.769,0.922
"SLC18A1",-0.101,3.592,0.769,0.922
"FRG1B",-0.069,10.226,0.769,0.922
"RHOXF2",-0.11,3.456,0.769,0.922
"PLEKHM1P",-0.089,4.91,0.769,0.922
"CYTL1",-0.116,5.829,0.77,0.922
"TMEM116",-0.037,9.079,0.77,0.922
"PRKCA",0.052,11.834,0.77,0.922
"VWF",-0.133,9.843,0.77,0.922
"LCN8",0.136,4.381,0.77,0.922
"ARHGAP27",-0.041,10.683,0.77,0.922
"C4orf48",0.041,12.627,0.77,0.922
"BARHL1",0.073,3.363,0.77,0.922
"TCF7L1",0.081,3.41,0.77,0.922
"IFLTD1",0.022,3.074,0.77,0.922
"FKBP6",-0.104,3.993,0.77,0.922
"ZNF224",-0.039,8.75,0.77,0.922
"TIMM8B",0.029,13.478,0.771,0.922
"AHCYL2",0.035,9.633,0.771,0.922
"FLJ12529",-0.028,7.956,0.771,0.922
"CASP5",0.033,13.317,0.771,0.923
"DYSF",0.093,11.309,0.771,0.923
"C22orf32",0.066,13.785,0.771,0.923
"PRPF38B",0.033,10.608,0.771,0.923
"DSCR6",0.03,3.153,0.772,0.923
"GATA3",0.07,9.035,0.772,0.923
"ARL17P1",-0.143,9.318,0.772,0.923
"SNCA",-0.098,11.689,0.772,0.923
"ABCD2",-0.11,4.611,0.772,0.923
"YPEL4",-0.065,7.869,0.772,0.923
"ZHX3",-0.043,8.877,0.772,0.923
"TNIK",0.032,9.707,0.772,0.923
"PPIL1",0.036,10.235,0.772,0.923
"KIAA0317",0.027,10.123,0.773,0.924
"ZNF506",-0.045,9.327,0.773,0.924
"FBXL12",0.019,9.956,0.773,0.924
"LOC374890",-0.017,3.051,0.773,0.924
"TBK1",0.035,10.414,0.773,0.924
"SET",-0.084,11.201,0.774,0.924
"LOC392522",-0.029,14.362,0.774,0.924
"ELMO3",-0.047,8.294,0.774,0.924
"SERPING1",-0.193,6.385,0.774,0.924
"BTLA",-0.062,8.267,0.774,0.924
"PCDH12",-0.108,5.358,0.774,0.924
"WFDC8",0.044,3.141,0.774,0.924
"TMEM8",-0.071,11.774,0.774,0.924
"RAB3C",-0.176,5.061,0.774,0.924
"CHIC1",-0.066,6.246,0.774,0.924
"ACPP",0.073,8.055,0.774,0.924
"TUBG2",-0.034,7.058,0.774,0.924
"FGD3",-0.026,13.93,0.774,0.924
"LOC339316",0.356,5.234,0.774,0.924
"BEGAIN",-0.144,8.07,0.774,0.924
"ZNF14",-0.061,8.472,0.774,0.924
"ATP9B",-0.03,9.368,0.774,0.924
"C12orf52",-0.028,9.828,0.774,0.924
"SESN1",0.056,9.236,0.774,0.924
"RAB13",-0.075,6.783,0.774,0.924
"TOM1L2",0.033,10.563,0.774,0.924
"LOC100131170",-0.096,7.021,0.774,0.924
"SAMD4A",0.086,8.715,0.775,0.924
"TCF15",0.087,6.538,0.775,0.924
"RING1",-0.025,10.725,0.775,0.924
"HAVCR1",-0.097,3.373,0.775,0.924
"STAT4",0.05,11.041,0.775,0.924
"SEPT13",-0.057,11.239,0.775,0.924
"FAM93B",0.107,3.606,0.775,0.924
"PTPN4",0.052,11.508,0.775,0.924
"LONRF1",0.05,8.964,0.775,0.925
"CRYGD",-0.156,4.146,0.775,0.925
"PRL",0.122,3.868,0.775,0.925
"C6orf105",-0.098,8.642,0.776,0.925
"PNMT",-0.134,5.354,0.776,0.925
"HLA-DRB6",-0.361,5.831,0.776,0.925
"FBXO4",0.035,8.174,0.776,0.925
"ZFP90",0.036,9.335,0.776,0.925
"HMGA1",-0.038,10.843,0.776,0.925
"CCNF",0.078,5.165,0.776,0.925
"LARP4",0.052,8.741,0.776,0.925
"CPEB4",-0.04,10.7,0.776,0.925
"hCG_1984468",0.037,15.294,0.776,0.925
"MAPKAPK3",-0.031,13.122,0.776,0.925
"HOXA13",0.05,3.129,0.776,0.925
"PATZ1",-0.035,9.463,0.776,0.925
"CCT5",-0.036,13.641,0.776,0.925
"TMED10",0.023,12.154,0.776,0.925
"TMEM97",-0.05,6.546,0.776,0.925
"C14orf166",0.02,14.857,0.776,0.925
"UBE2D1",0.047,10.516,0.777,0.925
"SMAD2",0.025,11.839,0.777,0.925
"TYRP1",-0.019,3.059,0.777,0.925
"IKBKAP",-0.025,10.198,0.777,0.925
"DDX60",0.063,9.701,0.777,0.925
"POLR2C",0.049,10.17,0.777,0.925
"FGF18",0.057,3.327,0.777,0.925
"PDHA1",-0.024,12.038,0.777,0.925
"CR1",-0.067,6.653,0.777,0.925
"HTT",-0.04,10.707,0.777,0.925
"ZNF300",-0.092,4.83,0.777,0.925
"SGK196",-0.103,4.13,0.777,0.925
"FAM48A",-0.025,9.203,0.777,0.925
"LOC283454",-0.144,6.398,0.777,0.925
"TMEM42",0.027,12.638,0.777,0.925
"ALX3",0.089,3.628,0.777,0.925
"CLGN",-0.074,3.426,0.777,0.925
"WDR91",0.035,10.55,0.777,0.925
"CAP1",-0.026,12.912,0.777,0.925
"C11orf58",0.022,13.091,0.777,0.925
"KRTAP3-1",-0.103,3.351,0.777,0.925
"CTAGE4",0.025,10.193,0.778,0.925
"NAT5",0.02,11.672,0.778,0.925
"IRF2",0.045,10.215,0.778,0.925
"CSPP1",-0.041,9.767,0.778,0.925
"LOC389705",0.03,11.018,0.778,0.925
"TBCA",0.022,14.605,0.778,0.925
"IFIH1",0.074,10.61,0.778,0.925
"CHMP4B",-0.039,12.987,0.778,0.925
"ARL10",0.11,3.804,0.778,0.925
"HAPLN3",-0.088,7.653,0.778,0.925
"NEDD1",-0.045,6.905,0.779,0.925
"DUSP16",-0.071,6.34,0.779,0.925
"NANOS3",-0.088,5.183,0.779,0.925
"CENPO",-0.039,7.736,0.779,0.926
"APOBEC1",-0.019,3.048,0.78,0.927
"LOC728611",-0.03,8.269,0.78,0.927
"HESX1",0.149,4.33,0.78,0.927
"TTC14",-0.027,9.539,0.78,0.927
"SSH1",-0.039,8.57,0.78,0.927
"SPEF2",-0.053,6.796,0.78,0.927
"ALOX12P2",-0.07,3.267,0.78,0.927
"SP110",-0.051,12.09,0.78,0.927
"TPST1",0.138,7.99,0.78,0.927
"TMEM64",-0.084,8.903,0.78,0.927
"RUFY1",0.079,14.621,0.78,0.927
"PLEKHA1",-0.054,11.553,0.781,0.927
"UBE2D3",0.031,13.598,0.781,0.927
"ALDH7A1",-0.099,6.085,0.781,0.927
"BRP44",-0.016,11.832,0.781,0.927
"FAM119A",0.065,13.121,0.781,0.927
"IL9",-0.018,3.049,0.781,0.927
"GRPR",0.076,4.27,0.781,0.927
"MTMR4",-0.024,11.866,0.781,0.927
"CTSF",-0.052,11.578,0.781,0.927
"KLHL20",-0.028,9.138,0.781,0.927
"MYL3",0.082,5.361,0.781,0.927
"EDN1",0.073,6.737,0.781,0.927
"DNAJC12",0.096,4.015,0.781,0.927
"ELOVL3",0.114,5.504,0.781,0.927
"PIN4",0.045,7.279,0.781,0.927
"NOL10",-0.064,5.982,0.781,0.927
"ACTL6A",0.031,11.118,0.781,0.927
"CUZD1",0.08,6.657,0.781,0.927
"LOC644236",-0.018,16.3,0.781,0.927
"GGA3",0.023,11,0.781,0.927
"KIR2DS1",0.157,7.894,0.781,0.927
"C20orf11",0.024,11.522,0.782,0.927
"RRM1",0.029,10.977,0.782,0.927
"GEFT",0.158,4.295,0.782,0.927
"ARHGEF7",-0.021,9.921,0.782,0.927
"ABI3",-0.043,11.919,0.782,0.927
"LOC441108",-0.071,9.715,0.782,0.927
"FAM9C",0.086,3.331,0.782,0.927
"BBS5",-0.039,14.035,0.782,0.927
"UTP3",0.038,12.18,0.783,0.927
"RYR1",-0.06,6.753,0.783,0.927
"TCF12",0.034,9.393,0.783,0.927
"LOC650157",0.091,3.697,0.783,0.927
"EPDR1",0.082,6.958,0.783,0.927
"SLC47A1",-0.093,6.665,0.783,0.927
"C3orf21",-0.03,9.062,0.783,0.927
"ITM2C",0.07,11.422,0.783,0.927
"ACADVL",-0.042,14.353,0.783,0.927
"QARS",-0.033,10.527,0.783,0.927
"OLFML2B",0.05,6.632,0.783,0.927
"LRRC34",-0.071,5.772,0.783,0.927
"MGEA5",-0.044,14.324,0.783,0.927
"C4orf33",0.052,9.136,0.783,0.927
"MCM6",-0.027,10.716,0.783,0.927
"AQP11",-0.073,3.283,0.783,0.927
"C8A",-0.191,3.72,0.784,0.927
"ZMAT4",0.159,5.72,0.784,0.927
"ZNF502",-0.085,7.86,0.784,0.928
"POLR2G",-0.022,13.476,0.784,0.928
"LOC100131646",0.074,8.942,0.784,0.928
"C14orf106",-0.052,10.832,0.784,0.928
"ICOS",0.072,9.488,0.784,0.928
"FAM3D",-0.07,5.889,0.784,0.928
"CCDC113",0.104,5.807,0.784,0.928
"HPCAL1",-0.029,11.546,0.784,0.928
"ANO2",0.163,5.676,0.784,0.928
"LGALS14",-0.029,3.194,0.785,0.928
"LOC728763",-0.109,7.683,0.785,0.928
"PIGH",0.021,9.997,0.785,0.928
"SPG21",-0.026,13.222,0.785,0.928
"TCN2",0.102,7.262,0.785,0.928
"CNN2",-0.057,12.438,0.785,0.928
"ERC2",0.12,3.852,0.785,0.928
"BVES",-0.021,3.067,0.785,0.928
"CCNC",0.031,9.598,0.785,0.928
"LDLRAP1",0.061,10.82,0.785,0.928
"SFRS3",-0.02,14.773,0.786,0.929
"FLJ40292",0.185,4.975,0.786,0.929
"THBS4",-0.121,3.989,0.786,0.929
"LMAN2",-0.022,13.666,0.786,0.929
"AOF1",0.05,7.179,0.786,0.929
"MID2",-0.069,6.442,0.786,0.929
"EIF1",0.019,17.479,0.786,0.929
"CLTCL1",0.059,7.478,0.786,0.929
"DNAJB2",-0.039,12.854,0.786,0.929
"KIAA1715",-0.027,9.717,0.786,0.929
"ZFC3H1",-0.043,10.388,0.786,0.929
"ASB9",0.096,4.918,0.786,0.929
"ZNF688",-0.018,11.742,0.786,0.929
"RPL17",0.023,16.263,0.786,0.929
"NICN1",-0.044,10.14,0.787,0.929
"FAM3B",0.239,4.48,0.787,0.929
"SAPS3",0.025,8.863,0.787,0.929
"CYB5D1",-0.159,3.918,0.787,0.929
"C9orf156",-0.044,10.02,0.787,0.929
"PCDHGA12",0.118,4.296,0.787,0.929
"PRR14",-0.022,11.095,0.787,0.929
"STX2",-0.054,8.56,0.787,0.929
"CCL17",0.075,3.707,0.787,0.929
"C8orf79",-0.072,3.34,0.787,0.929
"BST2",0.04,13.264,0.787,0.929
"SOS2",0.026,10.294,0.787,0.929
"PPP2R2B",-0.075,10.512,0.787,0.929
"THRA",0.047,11.588,0.787,0.929
"CCL2",0.228,6.891,0.787,0.929
"CCL18",0.051,3.203,0.787,0.929
"CA8",-0.106,5.005,0.787,0.929
"DDX24",0.057,11.322,0.788,0.929
"RNF11",-0.069,13.291,0.788,0.929
"ZNF404",-0.065,7.906,0.788,0.929
"EID1",0.036,14.107,0.788,0.929
"NID2",-0.114,5.245,0.788,0.929
"RP5-1022P6.6",0.097,4.416,0.788,0.929
"PCGF6",-0.039,7.678,0.788,0.929
"XK",0.107,10.068,0.788,0.929
"IL26",0.059,3.794,0.788,0.929
"CTSK",-0.046,10.358,0.788,0.929
"NENF",-0.051,11.39,0.789,0.929
"C1orf225",-0.095,6.425,0.789,0.929
"OR1E1",0.266,4.78,0.789,0.929
"PCDH1",-0.089,5.752,0.789,0.929
"CCDC99",-0.06,7.6,0.789,0.929
"UBAP2",0.03,9.6,0.789,0.929
"TSNAX",-0.026,10.626,0.789,0.929
"ATRX",-0.024,9.991,0.789,0.929
"LYL1",-0.049,11.783,0.789,0.929
"DHDDS",-0.032,7.759,0.789,0.929
"RGS3",0.043,11.503,0.789,0.929
"MAGEC2",-0.044,3.064,0.789,0.929
"FOXR1",0.019,3.056,0.789,0.929
"NBPF3",0.055,15.267,0.789,0.929
"GSTT2",-0.101,3.682,0.789,0.929
"GLB1L",0.114,7.663,0.789,0.929
"RAPH1",-0.09,8.096,0.789,0.929
"HRC",-0.042,5.393,0.79,0.929
"GGCT",0.023,11.265,0.79,0.929
"PHF20",-0.032,10.799,0.79,0.929
"LEMD1",-0.035,3.058,0.79,0.93
"TFE3",-0.028,9.189,0.79,0.93
"ZMYND15",-0.054,9.128,0.79,0.93
"HLA-A",0.052,16.355,0.79,0.93
"DKFZp667E0512",-0.049,9.83,0.79,0.93
"C5orf30",0.065,8.395,0.79,0.93
"LOC442249",-0.059,7.073,0.791,0.93
"TH",0.069,7.565,0.791,0.93
"SLC30A10",-0.128,3.557,0.791,0.93
"SLC39A8",-0.026,10.275,0.791,0.93
"PPBP",-0.099,15.337,0.791,0.93
"ZNF564",0.032,8.415,0.791,0.93
"CNOT7",0.021,13.022,0.791,0.93
"RHD",-0.173,5.662,0.791,0.93
"WASF1",-0.069,7.454,0.791,0.93
"NRN1L",-0.049,9.023,0.791,0.93
"CNPY4",0.041,9.298,0.791,0.93
"LOC388588",-0.076,6.152,0.792,0.93
"HEMGN",0.089,7.949,0.792,0.93
"E2F3",0.043,11.905,0.792,0.93
"CGGBP1",0.03,12.682,0.792,0.93
"LRRN3",0.129,9.814,0.792,0.93
"ARSB",-0.043,6.877,0.792,0.93
