"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"MPO",0.216,9.488,0.695,0.889
"ADIPOR2",0.03,10.892,0.695,0.889
"LOC645955",0.13,9.386,0.695,0.889
"TAX1BP1",-0.023,14.2,0.695,0.889
"WDR4",0.056,10.065,0.695,0.889
"TIFA",-0.069,10.313,0.695,0.889
"EPN2",-0.081,9.088,0.695,0.889
"LOC100128343",-0.078,7.117,0.695,0.889
"ARMCX6",-0.059,12.3,0.695,0.889
"ZFAND2B",-0.04,12.83,0.695,0.889
"C9orf116",-0.062,6.002,0.695,0.889
"DNAH10",-0.223,3.941,0.695,0.889
"ETFB",0.033,13.455,0.695,0.889
"RPUSD4",0.046,11.171,0.695,0.889
"DLX6",-0.108,3.361,0.695,0.889
"LPAL2",0.142,4.89,0.696,0.889
"APBB3",-0.066,10.205,0.696,0.889
"PGS1",-0.05,9.49,0.696,0.89
"PTBP2",0.07,9.313,0.696,0.89
"MAOA",-0.249,4.713,0.696,0.89
"C19orf38",0.058,12.887,0.696,0.89
"FAM71C",-0.059,3.209,0.696,0.89
"SLC2A6",-0.06,9.669,0.696,0.89
"LOC653113",-0.057,8.635,0.696,0.89
"VRK2",0.072,10.69,0.696,0.89
"C14orf28",-0.058,8.312,0.696,0.89
"KRT33B",-0.051,3.174,0.696,0.89
"GAS7",-0.078,9.27,0.696,0.89
"LOC100131360",0.094,8.322,0.696,0.89
"ANXA9",-0.085,4.746,0.696,0.89
"CHST4",0.087,5.517,0.696,0.89
"PSPC1",-0.062,9.937,0.696,0.89
"DEFA3",-0.486,13.173,0.696,0.89
"C1orf216",-0.141,6.149,0.697,0.89
"RUNDC2C",0.034,8.501,0.697,0.89
"FAM62A",-0.05,12.419,0.697,0.89
"LOC100130856",-0.047,9.083,0.697,0.89
"AGMAT",0.077,8.51,0.697,0.89
"YWHAH",-0.075,11.386,0.697,0.89
"ZNF703",-0.136,5.541,0.697,0.89
"AGBL1",-0.07,3.101,0.697,0.89
"TNRC6A",-0.043,8.995,0.697,0.89
"RHOBTB1",0.17,8.882,0.697,0.89
"ZNF84",0.058,8.852,0.697,0.89
"SLC22A1",0.212,6.057,0.697,0.89
"SLC18A3",-0.097,3.247,0.698,0.89
"ARL4A",-0.129,7.941,0.698,0.89
"DBI",0.035,15.224,0.698,0.89
"IZUMO1",-0.032,3.091,0.698,0.89
"ZNF568",-0.069,7.654,0.698,0.89
"PLA2G10",0.063,3.214,0.698,0.89
"TMEM201",0.12,10.157,0.698,0.89
"LOC100129620",0.023,3.022,0.698,0.89
"MEOX1",0.143,5.076,0.698,0.89
"LAD1",-0.049,3.067,0.698,0.89
"PLDN",-0.057,10.221,0.698,0.89
"STYXL1",-0.065,9.77,0.698,0.89
"MRPS18A",-0.031,10.583,0.698,0.89
"TSP50",-0.159,3.694,0.698,0.89
"PWP1",-0.033,13.035,0.698,0.89
"GTPBP10",-0.049,10.565,0.698,0.89
"SCGB1A1",0.072,6.314,0.698,0.89
"ATP11B",0.045,10.045,0.699,0.89
"TMEM107",0.042,10.983,0.699,0.89
"INO80C",0.042,9.66,0.699,0.89
"EIF2AK3",-0.056,7.601,0.699,0.89
"B3GNTL1",-0.049,8.485,0.699,0.89
"SOCS4",-0.096,3.651,0.699,0.89
"ZNF16",0.043,7.265,0.699,0.89
"TAF9B",-0.076,9.84,0.699,0.89
"SUPT3H",-0.177,3.727,0.699,0.89
"ADORA2A",0.064,10.547,0.699,0.89
"CEP192",0.043,9.942,0.699,0.891
"IP6K3",-0.049,3.201,0.7,0.891
"PFKFB4",0.064,11.067,0.7,0.891
"SIT1",0.087,10.55,0.7,0.891
"ANGPT4",0.062,3.152,0.7,0.891
"GALNTL4",-0.108,3.766,0.7,0.891
"NPM1",-0.033,16.283,0.7,0.891
"UBN1",-0.037,11.631,0.7,0.891
"MMP17",0.13,12.455,0.7,0.891
"MGC24103",-0.207,6.514,0.7,0.891
"RGS10",0.066,15.853,0.7,0.891
"ZDHHC14",0.088,9.969,0.7,0.891
"ATXN2",-0.066,11.204,0.7,0.891
"LYPLA1",0.034,11.288,0.7,0.891
"GRIN3B",-0.145,3.558,0.7,0.891
"FAM184B",-0.092,3.176,0.7,0.891
"CALD1",0.176,8.763,0.7,0.891
"STK32B",0.171,3.902,0.7,0.891
"SNX29",0.039,10.889,0.701,0.891
"DKFZp667F0711",0.139,3.425,0.701,0.891
"RFC3",0.074,6.325,0.701,0.891
"FUT3",-0.032,3.074,0.701,0.891
"MOGAT3",0.082,6.039,0.701,0.891
"C1orf173",-0.055,3.277,0.701,0.891
"MED13L",0.074,16.183,0.701,0.891
"LOC100128439",-0.088,8.365,0.701,0.891
"SUPT4H1",0.03,14.456,0.701,0.891
"LGR6",0.123,9.316,0.701,0.891
"SNX10",0.061,13.742,0.702,0.891
"MLC1",-0.104,11.896,0.702,0.891
"KCNMB1",0.06,9.772,0.702,0.891
"IPMK",0.117,5.652,0.702,0.891
"LOC90835",0.06,9.335,0.702,0.891
"PPFIA4",-0.166,5.706,0.702,0.891
"FLJ13769",0.155,6.495,0.702,0.891
"NOL4",-0.057,3.269,0.702,0.891
"ZCCHC17",0.056,12.448,0.702,0.892
"ZDHHC9",-0.051,6.83,0.702,0.892
"SH3BP1",0.047,8.935,0.702,0.892
"SIGLEC6",0.128,5.322,0.702,0.892
"PREX2",0.14,3.741,0.702,0.892
"APITD1",0.053,6.746,0.702,0.892
"POLD1",0.037,11.568,0.702,0.892
"ATXN1",0.048,8.112,0.703,0.892
"NOMO1",0.072,10.105,0.703,0.892
"PUS7",-0.053,9.182,0.703,0.892
"SPG11",-0.033,11.789,0.703,0.893
"C1D",0.087,10.009,0.703,0.893
"SLC35F5",0.064,7.685,0.703,0.893
"GK2",0.079,3.21,0.704,0.893
"SOAT2",-0.197,6.479,0.704,0.893
"WWOX",0.058,10.524,0.704,0.893
"ZNF441",0.084,3.249,0.704,0.893
"DKFZP686I15217",0.119,6.701,0.704,0.893
"SNAPC2",0.035,11.698,0.704,0.893
"FLJ10490",0.045,17.049,0.704,0.893
"ZNF345",-0.074,6.998,0.704,0.893
"FADS2",0.185,10.37,0.704,0.893
"FEM1A",-0.039,8.575,0.704,0.893
"NRIP1",0.042,11.183,0.704,0.893
"FCGR3A",-0.095,15.313,0.704,0.893
"LCLAT1",-0.083,9.501,0.705,0.893
"SGOL1",-0.168,3.997,0.705,0.893
"ZNF229",0.147,3.893,0.705,0.893
"PIGK",0.038,10.094,0.705,0.894
"LOC729127",0.072,4.679,0.705,0.894
"TBC1D8B",-0.102,5.341,0.705,0.894
"CNOT6",0.039,10.096,0.705,0.894
"LOC100132247",0.073,15.816,0.705,0.894
"SERPINA1",0.064,13.727,0.705,0.894
"RBBP5",0.106,6.056,0.706,0.894
"FAM138B",0.068,6.562,0.706,0.894
"DPPA5",0.027,3.059,0.706,0.894
"PPP2R2C",-0.099,3.424,0.706,0.894
"C16orf75",0.082,8.337,0.706,0.894
"KIAA1147",-0.055,9.34,0.706,0.894
"SYCP2L",-0.04,3.179,0.706,0.894
"DNAJC28",-0.11,3.582,0.706,0.894
"SGPP1",0.071,7.969,0.706,0.894
"GGPS1",0.041,11.252,0.706,0.894
"HADH",-0.034,11.132,0.706,0.894
"NFKB2",-0.067,8.229,0.706,0.894
"MCM3",-0.04,12.809,0.706,0.894
"PPARGC1A",-0.223,4.678,0.706,0.894
"DCTN5",-0.047,8.146,0.706,0.894
"PPIL2",0.039,9.632,0.706,0.894
"LOH12CR1",0.062,9.121,0.706,0.894
"MAOB",0.245,6.009,0.706,0.894
"CHAC2",0.087,6.698,0.707,0.894
"HIATL1",-0.073,10.471,0.707,0.894
"PRKRA",0.037,10.261,0.707,0.894
"IAH1",-0.03,12.237,0.707,0.894
"PDGFA",-0.14,9.634,0.707,0.894
"C19orf52",-0.022,10.722,0.707,0.894
"TTYH1",-0.058,6.172,0.707,0.894
"CCDC103",-0.162,6.869,0.707,0.894
"LOC643783",-0.097,4.775,0.707,0.894
"C1S",0.173,5.285,0.707,0.894
"FABP3",0.1,5.724,0.707,0.894
"DIO3OS",0.176,3.502,0.707,0.894
"RP11-94I2.2",0.075,15.47,0.708,0.894
"CASP6",0.045,10.628,0.708,0.894
"LOC100131110",-0.06,6.794,0.708,0.894
"MGC4294",0.053,3.291,0.708,0.894
"CC2D2B",0.082,7.561,0.708,0.894
"MAN2A2",0.07,12.64,0.708,0.895
"OPN1SW",0.19,3.842,0.708,0.895
"SLC6A13",-0.121,5.34,0.708,0.895
"SNX14",-0.034,12.005,0.708,0.895
"VAMP7",0.034,12.214,0.708,0.895
"MGC40574",-0.084,7.315,0.708,0.895
"TTC13",-0.043,8.443,0.709,0.895
"CASP2",0.047,8.8,0.709,0.895
"FAM19A1",-0.147,5.256,0.709,0.895
"ABCD3",0.056,7.994,0.709,0.895
"TMEM5",-0.029,9.774,0.709,0.895
"LOC729760",0.075,13.642,0.709,0.895
"GOLM1",0.089,7.595,0.709,0.895
"ACCN5",-0.046,3.236,0.709,0.895
"TOP1MT",-0.055,12.295,0.709,0.895
"TUBB2C",-0.057,14.079,0.709,0.895
"ZGPAT",-0.036,14.218,0.709,0.895
"C10orf32",-0.043,11.158,0.709,0.895
"G6PC2",0.099,3.308,0.709,0.895
"ADRB3",0.119,4.082,0.709,0.895
"PATL1",0.048,9.354,0.71,0.895
"TTTY2",0.063,3.157,0.71,0.895
"CYP21A2",-0.051,5.048,0.71,0.895
"C20orf107",-0.154,4.325,0.71,0.895
"OPHN1",0.101,6.026,0.71,0.895
"LRRC2",-0.381,6.149,0.71,0.895
"EXOSC8",-0.035,11.999,0.71,0.895
"RPRD1A",-0.035,9.207,0.71,0.895
"CCDC66",-0.098,7.364,0.71,0.895
"RGL2",-0.049,12.242,0.71,0.895
"CYBRD1",0.088,9.852,0.71,0.896
"RAF1",-0.038,11.722,0.71,0.896
"EEF1DP3",-0.04,10.843,0.71,0.896
"LOC728003",-0.032,10.618,0.711,0.896
"LOC100129553",-0.05,13.969,0.711,0.896
"GCAT",0.172,4.858,0.711,0.896
"MYD88",0.054,12.829,0.711,0.896
"ARVCF",0.092,6.963,0.711,0.896
"PWWP2A",0.034,9.919,0.711,0.896
"CD2",-0.062,15.065,0.711,0.896
"SLC6A5",-0.094,4.311,0.711,0.896
"HMGN1",0.069,14.008,0.711,0.896
"SMG7",-0.041,9.588,0.711,0.896
"EOMES",-0.123,9.38,0.711,0.896
"C10orf11",0.091,7.747,0.712,0.896
"HDGF",0.052,12.045,0.712,0.896
"IGHV1-69",-0.113,9.189,0.712,0.896
"TSSK4",-0.122,4.252,0.712,0.896
"CCL3L3",0.292,11.922,0.712,0.896
"AZU1",-0.207,6.155,0.712,0.896
"TBXA2R",-0.129,10.616,0.712,0.896
"TINF2",0.035,13.729,0.712,0.896
"FOXF1",0.134,3.708,0.712,0.896
"SHISA4",0.055,10.083,0.712,0.896
"CLSTN3",-0.143,6.889,0.712,0.896
"NAPB",-0.113,4.165,0.712,0.896
"ZNF10",0.075,7.194,0.713,0.896
"DSC3",-0.028,3.083,0.713,0.896
"CASP12",-0.047,3.203,0.713,0.897
"RAB6C",0.045,8.546,0.713,0.897
"LDOC1",-0.085,4.402,0.713,0.897
"FBXO6",-0.084,10.12,0.713,0.897
"EHD3",-0.13,9.246,0.713,0.897
"C5",-0.107,6.75,0.713,0.897
"UBE2V1",-0.027,11.679,0.713,0.897
"PRKCI",-0.049,8.541,0.713,0.897
"SMR3A",0.049,6.297,0.714,0.897
"CALM3",-0.075,12.974,0.714,0.897
"TMEM86B",-0.056,9.608,0.714,0.897
"hCG_1994895",-0.119,3.187,0.714,0.897
"GPR114",-0.081,11.877,0.714,0.897
"FSTL3",0.089,6.673,0.714,0.897
"EN2",0.125,14.827,0.714,0.897
"LOC643837",-0.081,6.854,0.714,0.897
"DEGS1",0.035,11.24,0.714,0.897
"COL12A1",-0.02,3.041,0.714,0.897
"OAZ3",0.115,4.294,0.714,0.897
"RPUSD1",-0.036,10.93,0.714,0.897
"FAM184A",0.114,7.061,0.715,0.897
"C14orf144",-0.178,3.664,0.715,0.897
"CLPS",-0.081,6.234,0.715,0.898
"FBN1",-0.12,3.826,0.715,0.898
"KALRN",0.036,3.043,0.715,0.898
"NUP85",0.031,11.073,0.715,0.898
"DAD1",-0.028,13.805,0.715,0.898
"PDE8A",0.061,6.788,0.715,0.898
"TWIST1",0.104,4.649,0.715,0.898
"RNF25",0.044,8.869,0.715,0.898
"MED29",-0.03,10.391,0.715,0.898
"ZNF747",0.042,6.509,0.715,0.898
"COMMD8",-0.031,12.822,0.715,0.898
"FAM134A",-0.039,13.121,0.715,0.898
"ADA",0.05,13.482,0.716,0.898
"ZNF142",-0.036,9.38,0.716,0.898
"SLC16A11",0.059,6.955,0.716,0.898
"MRPL53",-0.029,13.863,0.716,0.898
"AADACL1",0.073,9.891,0.716,0.898
"C4orf12",-0.087,5.508,0.716,0.898
"SLC9A3",-0.075,3.145,0.716,0.898
"DEM1",0.057,9.191,0.716,0.898
"MED31",0.057,8.526,0.716,0.898
"COL7A1",0.069,6.328,0.716,0.898
"POLR3A",-0.129,7.579,0.716,0.898
"EXOC4",-0.05,10.073,0.716,0.898
"SUZ12",-0.033,12.294,0.717,0.899
"TMEM27",-0.124,3.898,0.717,0.899
"HPRT1",-0.036,10.813,0.717,0.899
"C1orf102",-0.206,6.261,0.717,0.899
"ZEB2",-0.074,11.898,0.717,0.899
"PRSS27",-0.139,4.071,0.717,0.899
"CCDC69",-0.041,10.361,0.717,0.899
"PDIA6",-0.032,12.075,0.717,0.899
"MIER3",-0.123,3.704,0.717,0.899
"ASCC3",0.035,10.412,0.718,0.899
"AQP9",-0.112,11.869,0.718,0.899
"NOSIP",-0.068,14.181,0.718,0.899
"MPV17L",0.103,3.608,0.718,0.899
"INTS9",-0.02,12.09,0.718,0.899
"DHRS3",-0.061,11.454,0.718,0.899
"TTPAL",0.041,11.183,0.718,0.899
"CINP",-0.059,6.138,0.718,0.899
"PARD6G",0.081,15.473,0.718,0.899
"NT5DC3",-0.111,5.358,0.718,0.899
"DCLRE1A",0.102,9.614,0.718,0.899
"CNTN3",-0.136,3.282,0.718,0.899
"MYOM2",0.346,9.864,0.719,0.899
"TMPRSS13",-0.092,6.05,0.719,0.9
"SOCS7",-0.084,4.967,0.719,0.9
"BCL11B",-0.084,12.45,0.719,0.9
"LOC100128661",0.091,4.838,0.719,0.9
"ERBB2",-0.1,9.557,0.719,0.9
"HRASLS5",0.141,11.178,0.719,0.9
"FLJ36208",0.07,7.551,0.719,0.9
"LASS2",0.05,11.641,0.72,0.901
"DCLK2",0.124,3.491,0.72,0.901
"RAB28",0.052,7.379,0.72,0.901
"SPHK1",-0.084,10.116,0.72,0.901
"ZBED2",-0.161,3.81,0.72,0.901
"RNF152",-0.028,3.089,0.72,0.901
"EIF1AX",-0.07,12.331,0.72,0.901
"PDE2A",-0.132,8.879,0.72,0.901
"ANPEP",0.113,10.692,0.721,0.901
"ORMDL2",0.032,12.452,0.721,0.901
"OR2B6",0.291,3.987,0.721,0.901
"COMP",0.114,3.595,0.721,0.901
"DMXL1",-0.04,9.208,0.721,0.901
"FLJ43692",0.12,3.428,0.721,0.901
"ZNF589",-0.064,9.778,0.721,0.901
"WDFY4",-0.051,13.44,0.721,0.901
"BTG1",-0.045,14.041,0.721,0.901
"PROKR2",0.09,3.499,0.721,0.901
"ANKRD11",0.052,13.801,0.721,0.901
"CCDC14",-0.05,10.526,0.721,0.901
"STARD8",0.087,8.867,0.721,0.901
"LOC643475",0.145,6.653,0.721,0.901
"ARID5A",-0.033,11.892,0.721,0.901
"ZIC1",-0.223,3.721,0.721,0.901
"THADA",-0.035,9.634,0.721,0.901
"ZNF546",0.063,6.279,0.721,0.901
"HMGB4",-0.101,3.408,0.722,0.901
"ILK",-0.055,11.863,0.722,0.901
"ARHGAP9",0.037,14.335,0.722,0.901
"USHBP1",0.146,3.744,0.722,0.901
"C22orf36",-0.087,6.116,0.722,0.901
"LOC642826",-0.077,9.528,0.722,0.901
"SMUG1",-0.043,10.153,0.722,0.901
"QSER1",-0.062,8.295,0.722,0.901
"BRAF",-0.042,7.225,0.722,0.901
"KRT32",-0.082,4.393,0.722,0.901
"TXNRD1",0.065,7.003,0.722,0.901
"MERTK",0.107,8.662,0.722,0.901
"GPR6",-0.201,4.319,0.722,0.901
"C20orf135",0.081,6.922,0.722,0.901
"MAFG",0.064,12.299,0.722,0.901
"SPRR2C",-0.097,4.754,0.722,0.901
"LOC730167",-0.113,4.049,0.722,0.901
"RWDD2B",0.045,7.976,0.722,0.901
"STXBP1",0.125,3.858,0.723,0.901
"DSCR3",0.024,11.079,0.723,0.901
"SLC7A5",-0.078,8.705,0.723,0.901
"GPSM2",0.093,5.745,0.723,0.901
"CLUAP1",0.077,9.574,0.723,0.901
"TMEM184A",-0.111,5.469,0.723,0.901
"SSX1",-0.058,3.086,0.723,0.901
"RAPGEF1",0.084,9.869,0.723,0.901
"FLJ12825",-0.045,3.223,0.723,0.901
"C2orf28",0.028,11.47,0.723,0.901
"HTR2A",-0.107,3.23,0.723,0.901
"UHRF1BP1",-0.087,4.715,0.723,0.901
"MMP1",-0.29,7.078,0.723,0.901
"GNPAT",0.03,11.075,0.723,0.901
"G30",0.035,3.137,0.723,0.901
"IL22RA1",-0.052,3.28,0.723,0.901
"FAM26F",-0.11,12.985,0.723,0.901
"QDPR",0.053,9.46,0.723,0.901
"RSU1",-0.09,11.692,0.723,0.901
"LOC157627",0.12,3.569,0.723,0.901
"PPM1J",0.11,7.953,0.723,0.901
"PSMA4",0.054,12.918,0.724,0.901
"PPP2R2D",0.036,10.918,0.724,0.901
"WDR21A",-0.067,10.005,0.724,0.901
"TNFSF15",0.06,3.162,0.724,0.901
"ROBO3",0.084,10.625,0.724,0.901
"ND1",-0.094,12.692,0.724,0.901
"FLG",-0.215,3.787,0.724,0.901
"LOC730392",-0.079,6.128,0.724,0.901
"ZNF684",0.064,6.488,0.724,0.901
"NFKBIZ",-0.136,11.463,0.724,0.901
"hCG_21078",0.046,16.135,0.724,0.901
"LOC572558",0.21,4.156,0.724,0.901
"MGC5590",0.087,3.221,0.724,0.901
"LOC645431",-0.078,5.945,0.724,0.901
"AGTRAP",0.043,9.514,0.724,0.901
"CTSC",0.041,11.199,0.724,0.901
"RPS13",0.029,17.349,0.725,0.901
"ADAL",-0.057,8.107,0.725,0.901
"ZNF213",0.04,9.695,0.725,0.901
"PRSS22",0.054,5.116,0.725,0.901
"PNLIPRP2",-0.036,3.167,0.725,0.901
"LECT2",-0.048,3.145,0.725,0.902
"TARBP1",-0.052,9.27,0.725,0.902
"SPIN4",0.129,7.888,0.726,0.902
"MAP3K7",-0.025,10.314,0.726,0.902
"OR3A3",0.086,4.578,0.726,0.902
"LCP2",-0.027,12.784,0.726,0.902
"PARP14",0.084,10.5,0.726,0.902
"ZNF487",-0.056,6.952,0.726,0.902
"SSBP3",-0.075,7.403,0.726,0.902
"LOC731688",-0.036,15.882,0.726,0.902
"GUCY1A3",0.132,9.676,0.726,0.902
"TXLNA",-0.052,7.462,0.727,0.902
"SMAD7",0.071,8.493,0.727,0.902
"GAGE7",-0.153,3.827,0.727,0.902
"PDLIM5",-0.035,10.496,0.727,0.902
"FLJ10246",0.14,4.714,0.727,0.902
"STON2",0.146,5.562,0.727,0.903
"BCKDK",-0.051,12.041,0.727,0.903
"CCDC116",-0.111,3.364,0.727,0.903
"B4GALT1",0.051,13.919,0.727,0.903
"BDP1",0.031,8.522,0.727,0.903
"FKSG43",0.058,6.439,0.728,0.903
"L3MBTL",0.083,7.224,0.728,0.903
"ZFAND6",-0.031,12.88,0.728,0.903
"PMCH",-0.252,4.289,0.728,0.903
"METTL4",-0.063,6.615,0.728,0.903
"PKHD1L1",0.151,4.058,0.728,0.903
"C17orf39",-0.039,7.659,0.728,0.903
"METRNL",0.07,14.277,0.728,0.903
"SDR42E1",0.099,5.227,0.728,0.903
"CD1E",0.152,5.586,0.728,0.903
"C1orf118",0.154,6.113,0.728,0.903
"POMZP3",-0.048,9.173,0.728,0.903
"CHMP2B",0.035,9.461,0.728,0.903
"ZNF586",0.048,8.613,0.728,0.903
"CXorf40B",-0.032,12.216,0.728,0.903
"MOCS2",0.049,8.38,0.728,0.903
"CBR3",0.107,8.038,0.728,0.903
"SLC10A3",-0.06,12.383,0.729,0.903
"TXNDC4",-0.034,11.776,0.729,0.904
"PDE7A",0.086,9.753,0.729,0.904
"RPP30",0.039,9.143,0.729,0.904
"SPAG7",0.051,10.088,0.729,0.904
"ZMAT1",0.076,9.623,0.729,0.904
"ZNF266",-0.065,10.714,0.729,0.904
"SEPT7",0.042,12.636,0.729,0.904
"LENG9",-0.084,5.58,0.729,0.904
"SYNC",-0.057,6.69,0.729,0.904
"MAGEA2B",-0.11,3.174,0.73,0.904
"NHEJ1",0.038,7.606,0.73,0.904
"WASF2",0.032,12.656,0.73,0.904
"DHX35",-0.028,9.354,0.73,0.904
"TTTY1",0.034,3.145,0.73,0.904
"SEL1L",-0.08,8.92,0.73,0.904
"LY6D",0.059,4.821,0.73,0.904
"CCDC153",-0.054,7.571,0.73,0.904
"NF1",-0.043,6.348,0.73,0.904
"SPN",0.049,12.704,0.73,0.904
"PDCD1LG2",-0.019,3.046,0.731,0.904
"ICAM3",-0.032,15.542,0.731,0.904
"MTCH2",0.08,11.987,0.731,0.905
"WDR42A",-0.039,9.011,0.731,0.905
"PGBD4",0.051,7.401,0.731,0.905
"IL10",-0.197,5.614,0.731,0.905
"MAP1LC3B",-0.039,11.573,0.731,0.905
"SRCRB4D",0.074,7.333,0.731,0.905
"HTRA1",0.175,9.125,0.731,0.905
"RCAN2",-0.244,6.41,0.732,0.905
"FRS2",0.077,5.191,0.732,0.905
"PLD4",-0.129,8.351,0.732,0.905
"PCTK1",-0.066,7.502,0.732,0.905
"LRP6",0.136,5.454,0.732,0.905
"YPEL1",-0.091,10.309,0.732,0.905
"RGL1",0.112,9.085,0.732,0.905
"FCGR2A",-0.075,11.627,0.732,0.905
"FLT1",0.121,3.362,0.732,0.905
"LOC100132553",0.047,3.141,0.732,0.905
"POT1",0.034,9.26,0.732,0.905
"PTPRJ",-0.047,12.238,0.732,0.905
"ERCC6L",-0.16,4.336,0.732,0.905
"GABBR2",-0.038,3.232,0.732,0.905
"EEF1G",0.024,17.273,0.732,0.905
"PLXNA3",0.073,4.495,0.732,0.905
"SYTL3",-0.067,12.421,0.733,0.905
"IKZF5",0.054,8.717,0.733,0.905
"THRAP3",-0.03,12.954,0.733,0.905
"SS18",-0.028,9.747,0.733,0.905
"TFCP2L1",-0.198,4.092,0.733,0.905
"TANC1",-0.174,4.111,0.733,0.905
"ANKS1B",-0.092,3.176,0.733,0.905
"KRI1",-0.044,13.023,0.733,0.905
"OS9",0.033,13.275,0.733,0.905
"PPARA",0.05,8.317,0.733,0.905
"SGIP1",-0.053,3.245,0.733,0.905
"MRPS7",-0.023,10.256,0.733,0.905
"GJB7",0.11,3.462,0.733,0.905
"MEIS3",-0.139,3.806,0.734,0.905
"MRE11A",0.046,8.306,0.734,0.905
"DIMT1L",-0.037,10.835,0.734,0.905
"CEP78",0.068,8.929,0.734,0.905
"INGX",0.095,4.412,0.734,0.905
"LAGE3",0.04,13.253,0.734,0.905
"IL18RAP",0.094,12.182,0.734,0.905
"POLR3G",-0.109,4.319,0.734,0.905
"SDPR",0.132,11.7,0.734,0.905
"GSTA5",0.18,5.352,0.734,0.905
"STMN4",0.049,3.22,0.734,0.905
"SPINT1",0.08,8.117,0.734,0.905
"C7orf23",0.045,11.197,0.734,0.905
"ZNF559",-0.053,8.053,0.734,0.905
"PIP4K2A",-0.053,12.433,0.734,0.906
"KLRG2",-0.138,3.358,0.734,0.906
"NSUN7",-0.145,3.504,0.734,0.906
"ARID1B",0.029,9.686,0.735,0.906
"ADAMTS20",-0.034,3.083,0.735,0.906
"SGK1",0.107,12.208,0.735,0.906
"OR1L3",-0.045,3.2,0.735,0.906
"S1PR1",0.076,10.337,0.735,0.906
"FAM65A",0.045,12.295,0.735,0.906
"IQCB1",0.05,10.226,0.735,0.906
"PAX5",0.135,5.648,0.735,0.906
"KRBA1",0.041,11.361,0.736,0.906
"HOXD1",-0.038,3.036,0.736,0.906
"PSAP",0.046,15.322,0.736,0.906
"ITPRIP",-0.062,11.649,0.736,0.907
"HOXB6",0.166,4.164,0.736,0.907
"ZNF165",-0.07,6.86,0.736,0.907
"CYP2J2",0.126,5.768,0.736,0.907
"RAD21",0.028,12.95,0.736,0.907
"MAPK1IP1L",-0.04,11.772,0.736,0.907
"ATF6B",-0.043,9.001,0.736,0.907
"ANKFN1",-0.049,3.284,0.736,0.907
"SLC30A1",0.046,8.97,0.736,0.907
"EXTL2",0.117,4.343,0.736,0.907
"LOC401397",0.034,10.918,0.736,0.907
"PPP3R2",0.075,4.68,0.737,0.907
"TGS1",0.034,8.179,0.737,0.907
"CHADL",0.095,8.79,0.737,0.907
"SULT2A1",0.02,3.017,0.737,0.907
"LOC100132832",-0.062,6.915,0.737,0.907
"PRKAB1",-0.032,9.237,0.737,0.907
"LNPEP",0.033,7.711,0.737,0.907
"RASGRP1",-0.05,12.3,0.737,0.907
"PRKAR1A",0.043,12.649,0.737,0.907
"PRLR",-0.292,4.089,0.737,0.907
"ERI1",-0.073,6.795,0.738,0.907
"CEP250",0.053,10.311,0.738,0.907
"HS3ST4",-0.022,3.053,0.738,0.907
"SHFM1",-0.03,14.042,0.738,0.908
"GNPTAB",0.05,11.503,0.738,0.908
"GTPBP1",0.034,12.359,0.738,0.908
"ERCC8",-0.036,6.749,0.738,0.908
"TFAP2D",0.154,3.511,0.739,0.908
"CSF2RB",-0.064,7.29,0.739,0.908
"CCDC112",-0.039,9.57,0.739,0.908
"LOC147080",0.039,3.198,0.739,0.908
"MADCAM1",0.058,5.392,0.739,0.908
"CD28",-0.08,10.682,0.739,0.908
"VTI1B",0.024,13.205,0.739,0.908
"LOC400604",0.084,6.795,0.739,0.908
"C18orf32",0.064,7.97,0.739,0.908
"BBS2",-0.046,10.882,0.739,0.908
"C11orf85",0.258,3.887,0.739,0.908
"CHMP7",0.058,10.401,0.74,0.909
"DKKL1",0.19,3.802,0.74,0.909
"MN1",-0.067,3.253,0.74,0.909
"TFPI",0.128,9.624,0.74,0.909
"SCYL3",0.066,9.418,0.74,0.909
"OTOF",0.065,10.612,0.74,0.909
"SLC17A2",-0.044,3.203,0.74,0.909
"COL4A5",-0.241,5.52,0.74,0.909
"HIST1H2AK",-0.065,12.77,0.74,0.909
"REXO2",-0.038,12.185,0.74,0.909
"CLDN1",0.024,3.067,0.74,0.909
"ZNF548",-0.044,7.953,0.74,0.909
"NDUFA10",0.036,11.012,0.741,0.909
"KLK4",-0.058,3.412,0.741,0.909
"LDLR",0.068,10.896,0.741,0.909
"SUDS3",-0.038,9.458,0.741,0.909
"ETV7",-0.211,7.443,0.741,0.909
"SOX7",-0.06,5.4,0.741,0.909
"TIGD2",0.052,8.679,0.741,0.91
"ZNF41",0.058,5.906,0.741,0.91
"SNCG",0.235,5.685,0.741,0.91
"PIK3R6",-0.066,6.368,0.741,0.91
"PSMA3",-0.046,12.213,0.742,0.91
"LRRC55",-0.207,3.923,0.742,0.91
"HDLBP",0.03,12.031,0.742,0.91
"UCHL5IP",0.036,9.022,0.742,0.91
"RGS12",0.072,8.226,0.742,0.91
"CER1",-0.021,3.042,0.742,0.91
"PI4K2B",0.043,9.333,0.742,0.91
"PPP4C",-0.03,10.982,0.742,0.91
"SELS",-0.026,12.943,0.742,0.91
"OR10H2",-0.102,10.956,0.742,0.91
"C9orf102",-0.029,8.451,0.742,0.91
"HOXA11",0.133,3.317,0.742,0.91
