"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"IFT172",0.094,10.965,0.315,0.744
"PSMB3",0.091,12.463,0.315,0.744
"PKDREJ",0.29,3.545,0.315,0.744
"LIMK2",-0.427,11.068,0.315,0.744
"C14orf1",0.098,8.907,0.315,0.744
"HSF1",-0.054,14.087,0.315,0.744
"HOOK2",0.118,9.496,0.315,0.744
"C17orf89",0.091,12.353,0.315,0.744
"MAGEE1",0.123,7.359,0.315,0.744
"RAD51",-0.175,7.372,0.315,0.744
"ETV3",-0.183,7.056,0.315,0.744
"COL9A2",-0.163,7.403,0.316,0.744
"ATP2C2",0.401,3.507,0.316,0.744
"OASL",0.327,10.893,0.316,0.744
"LOC728763",0.315,7.683,0.316,0.744
"MAFB",0.214,13.301,0.316,0.744
"CUL3",0.181,6.708,0.316,0.744
"THRB",-0.41,5.834,0.316,0.744
"REV3L",0.08,10.098,0.316,0.744
"TRIM62",0.076,10.133,0.316,0.745
"DKFZP434B0335",0.098,12.691,0.316,0.745
"CCL28",-0.138,6.42,0.316,0.745
"SYCP2",-0.236,5.306,0.316,0.745
"LHPP",0.092,12.781,0.317,0.745
"EIF1AD",-0.094,9.456,0.317,0.746
"PDCD1LG2",-0.044,3.046,0.317,0.746
"NF1",-0.099,6.348,0.317,0.746
"SNX22",-0.208,8.084,0.317,0.746
"RBM4",0.085,11.029,0.317,0.746
"PUS3",-0.114,10.026,0.317,0.746
"CRTC2",0.066,13.342,0.317,0.746
"RFPL1",0.296,5.299,0.317,0.746
"CNTD2",-0.173,4.143,0.317,0.746
"MX2",0.254,12.596,0.317,0.746
"TRIM17",0.262,3.882,0.317,0.746
"DOK1",0.116,13.549,0.318,0.746
"NKIRAS2",0.094,10.675,0.318,0.747
"ECH1",0.077,12.198,0.318,0.747
"C7orf10",0.247,3.888,0.318,0.747
"DCUN1D1",-0.089,9.45,0.318,0.747
"C16orf53",-0.091,13.494,0.318,0.747
"OR10J5",-0.182,4.009,0.318,0.747
"HIST3H2BB",-0.2,11.105,0.318,0.747
"PPAN-P2RY11",0.134,6.612,0.318,0.747
"USP42",0.079,11.642,0.318,0.747
"MBD6",0.085,11.131,0.318,0.747
"C7orf25",0.209,7.177,0.318,0.747
"APH1A",0.157,9.752,0.318,0.747
"IQCK",-0.192,6.761,0.319,0.747
"ZNF3",0.089,9.243,0.319,0.747
"ACSL1",0.225,10.967,0.319,0.747
"STX6",0.167,9.736,0.319,0.747
"MEIS1",-0.315,8.977,0.319,0.747
"KLHDC1",-0.144,7.186,0.319,0.747
"EPN1",0.124,6.989,0.319,0.747
"MYO7A",0.254,7.707,0.319,0.747
"TRIM38",0.169,9.785,0.319,0.747
"FAM117B",-0.176,12.28,0.319,0.747
"C22orf37",0.239,9.09,0.319,0.747
"SLC2A8",0.095,10.971,0.319,0.747
"ORMDL1",0.067,13.35,0.319,0.747
"PRB1",0.144,3.201,0.319,0.747
"CAMK1D",-0.105,11.209,0.319,0.747
"FAM63B",-0.112,9.84,0.319,0.747
"CABYR",-0.265,4.05,0.319,0.747
"SERPINB10",-0.338,4.356,0.319,0.747
"ZNF696",0.202,8.614,0.319,0.747
"RPS6KB2",0.085,7.7,0.319,0.747
"SPATA20",-0.316,9.277,0.319,0.747
"DYNC1I1",-0.365,4.194,0.319,0.747
"TXNDC13",-0.073,12.465,0.32,0.748
"C3orf23",-0.089,8.623,0.32,0.748
"RP11-146D12.4",0.282,3.404,0.32,0.748
"ZNF611",0.127,8.875,0.32,0.748
"ZFP57",0.949,5.602,0.32,0.748
"RECQL4",-0.122,8.27,0.32,0.748
"UBE2Q2",-0.104,8.613,0.32,0.748
"CIZ1",0.079,10.656,0.32,0.748
"PTPRN",0.185,4.728,0.32,0.748
"CCDC42",0.215,5.148,0.32,0.748
"SNHG1",-0.151,12.326,0.32,0.748
"AP4M1",0.114,8.325,0.32,0.748
"C20orf151",0.261,3.571,0.32,0.748
"TAP2",-0.143,7.336,0.32,0.748
"ZNF404",-0.188,7.906,0.321,0.748
"NUPL1",0.126,9.305,0.321,0.748
"KRT4",-0.215,4.186,0.321,0.748
"MARCKSL1",-0.147,9.249,0.321,0.748
"SPIN4",0.287,7.888,0.321,0.748
"CNTF",0.378,3.649,0.321,0.749
"SH3GL3",0.205,3.948,0.321,0.749
"PIF1",-0.25,8.4,0.321,0.749
"KCTD10",0.122,10.551,0.321,0.749
"GFM1",-0.094,9.948,0.321,0.749
"ECHDC2",-0.137,13.221,0.321,0.749
"C10orf35",-0.192,9.119,0.321,0.749
"DCST2",0.151,5.394,0.321,0.749
"DNAJC25",-0.172,5.093,0.321,0.749
"NTN3",0.229,5.572,0.321,0.749
"SDR42E1",0.222,5.227,0.321,0.749
"HSPA13",-0.119,9.433,0.322,0.749
"PNLIPRP1",-0.08,3.036,0.322,0.749
"AGPS",0.079,10.496,0.322,0.749
"COX1",0.1,14.749,0.322,0.749
"PHF5A",-0.191,8.088,0.322,0.749
"WDR51B",-0.062,9.421,0.322,0.749
"THOC1",-0.113,6.844,0.322,0.749
"ASNSD1",0.075,11.719,0.322,0.749
"NDUFS5",-0.066,15.07,0.322,0.749
"PKIB",-0.426,5.395,0.322,0.749
"MUC17",0.094,3.191,0.322,0.749
"KRT2",-0.776,6.113,0.322,0.749
"ADIPOR2",-0.059,10.892,0.322,0.749
"LMX1B",0.166,3.56,0.322,0.749
"TRIP12",-0.08,12.434,0.322,0.749
"CLIP1",-0.063,11.55,0.322,0.749
"UST",0.173,6.235,0.322,0.749
"ZNF569",0.263,3.842,0.322,0.749
"CDS2",-0.095,10.083,0.322,0.749
"GPC5",-0.109,3.264,0.322,0.749
"SLC22A2",0.388,3.559,0.323,0.749
"CHST10",0.141,6.608,0.323,0.749
"FTCD",-0.385,4.092,0.323,0.749
"ANXA8L2",0.538,8.437,0.323,0.749
"CYTB",0.082,14.945,0.323,0.749
"SORCS2",-0.366,3.623,0.323,0.749
"MUS81",0.075,13.005,0.323,0.749
"GGTLC3",-0.171,8.404,0.323,0.749
"KIAA0284",-0.223,8.519,0.323,0.749
"DYNLRB1",-0.097,11.615,0.323,0.749
"PCOLCE",0.152,7.085,0.323,0.749
"LOC100128056",-0.062,9.451,0.323,0.749
"C6orf27",0.114,8.892,0.323,0.749
"TMEM205",0.114,14.051,0.323,0.749
"TMEM181",0.133,9.284,0.323,0.749
"PIGU",0.085,7.672,0.323,0.749
"ZNF680",-0.164,11.854,0.323,0.749
"PCSK2",-0.037,3.037,0.323,0.749
"RAB36",0.121,7.362,0.323,0.749
"VAPB",-0.072,9.818,0.323,0.749
"MSLNL",0.184,3.418,0.323,0.749
"TNFSF11",0.289,3.749,0.323,0.749
"BRUNOL6",0.224,8.097,0.324,0.749
"PCSK5",0.121,11.489,0.324,0.749
"PSPC1",-0.123,9.937,0.324,0.749
"CD74",-0.094,12.531,0.324,0.749
"B3GNT9",-0.126,9.32,0.324,0.749
"HNRNPD",-0.058,14.706,0.324,0.749
"MCCD1",0.116,4.96,0.324,0.749
"AIP",-0.172,12.999,0.324,0.749
"SAG",-0.216,5.581,0.324,0.749
"ROCK1",-0.108,10.371,0.324,0.749
"CDC45L",-0.205,7.815,0.324,0.75
"AL022344.6",-0.403,4.002,0.324,0.75
"KIF15",-0.188,5.812,0.324,0.75
"COL12A1",-0.042,3.041,0.324,0.75
"RAD54L",-0.201,5.878,0.324,0.75
"PLEKHA4",-0.171,8.848,0.324,0.75
"THOC4",-0.076,11.472,0.324,0.75
"GPATCH8",-0.08,9.188,0.324,0.75
"PCP2",0.234,9.917,0.324,0.75
"MCFD2",-0.091,9.109,0.325,0.75
"MLKL",0.12,11.919,0.325,0.75
"NDUFA9",0.063,12.028,0.325,0.75
"MACROD1",0.118,6.03,0.325,0.75
"CREBL2",-0.097,9.627,0.325,0.75
"PEX5",-0.157,7.558,0.325,0.75
"BAT3",0.062,14.341,0.325,0.75
"IFIT2",0.38,11.888,0.325,0.75
"NKX6-3",0.378,4.208,0.325,0.75
"SEC16A",0.066,11.102,0.325,0.75
"NPCDR1",-0.393,7.687,0.325,0.75
"SSX1",-0.127,3.086,0.325,0.75
"PPCDC",0.101,10.702,0.325,0.75
"OLFM2",0.226,4.484,0.325,0.75
"LOC402026",-0.063,11.617,0.325,0.75
"GJC3",-0.421,3.641,0.326,0.751
"CTAG1A",-0.743,4.599,0.326,0.751
"TWF1",-0.098,10.628,0.326,0.751
"EPB41L5",0.206,4.429,0.326,0.751
"DYRK2",-0.099,12.015,0.326,0.751
"MKI67IP",0.077,11.426,0.326,0.751
"PABPC1L2B",-0.17,3.241,0.326,0.751
"KLHL36",-0.14,10.977,0.326,0.751
"MYL2",0.253,4.04,0.326,0.751
"CDR2L",0.113,7.959,0.326,0.751
"FSTL3",0.188,6.673,0.326,0.751
"LOC90834",-0.24,4.402,0.326,0.751
"HIST1H4L",0.112,12.95,0.326,0.751
"LOC202181",0.14,7.449,0.326,0.751
"GUCA2B",0.219,3.291,0.327,0.751
"DYNC1LI2",0.081,11.077,0.327,0.751
"NFIA",-0.186,7.816,0.327,0.751
"SUPT4H1",0.06,14.456,0.327,0.752
"ZNF417",0.189,3.853,0.327,0.752
"MYADML",0.216,5.61,0.327,0.752
"TPST2",0.112,11.863,0.327,0.752
"ANKRD19",0.553,4.303,0.327,0.752
"C9orf139",0.187,9.334,0.327,0.752
"AKAP9",0.083,11.546,0.327,0.752
"MYCN",0.393,9.523,0.327,0.752
"PAN3",0.099,10.498,0.327,0.752
"FHOD1",0.112,11.699,0.327,0.752
"SH3BP5L",0.165,11.657,0.327,0.752
"GCLC",-0.086,10.321,0.327,0.752
"TFAP2D",0.355,3.511,0.327,0.752
"DKFZP564C196",0.149,6.071,0.327,0.752
"LOC100131310",0.091,15.537,0.328,0.752
"RPS6KA4",0.149,10.265,0.328,0.752
"RILPL1",-0.169,7.279,0.328,0.752
"CTRL",0.113,8.922,0.328,0.752
"MGLL",-0.255,12.071,0.328,0.752
"MBOAT1",-0.135,9.811,0.328,0.752
"ING3",0.097,11.121,0.328,0.752
"RBBP5",0.216,6.056,0.328,0.752
"CDK3",0.074,8.479,0.328,0.752
"PWP2",0.095,10.676,0.328,0.752
"SQSTM1",0.064,13.283,0.328,0.752
"EHD1",0.071,14.382,0.328,0.752
"SUCLA2",-0.112,8.481,0.328,0.752
"ATP6V1F",0.074,13.997,0.328,0.752
"PARVB",-0.217,9.598,0.328,0.752
"SHROOM1",-0.372,9.226,0.328,0.752
"NBEAL2",0.139,11.976,0.328,0.752
"LOC729621",-0.091,13.404,0.328,0.752
"KCTD1",-0.11,7.159,0.328,0.752
"LHFPL1",0.378,3.508,0.329,0.753
"NMT1",0.112,13.668,0.329,0.753
"LOC100134167",-0.086,12.375,0.329,0.753
"DDHD1",0.262,6.731,0.329,0.753
"CALD1",-0.352,8.763,0.329,0.753
"RAB11FIP1",0.089,12.615,0.329,0.753
"LOC439949",-0.16,11.844,0.329,0.753
"C6orf57",0.082,7.849,0.329,0.753
"GPR107",0.067,10.342,0.329,0.753
"VPS25",0.085,11.135,0.329,0.753
"TRPV2",0.096,14.23,0.33,0.753
"LOC645323",-0.09,3.045,0.33,0.753
"NRL",0.094,7.859,0.33,0.753
"ADAP1",0.15,8.603,0.33,0.753
"SUFU",-0.124,7.629,0.33,0.753
"LOC284296",-0.348,4.581,0.33,0.753
"MOCOS",0.321,3.491,0.33,0.753
"WDR93",0.109,6.665,0.33,0.754
"TP53TG3",-0.558,6.226,0.33,0.754
"ROMO1",0.078,12.405,0.33,0.754
"TUBGCP5",-0.09,6.646,0.33,0.754
"KLHL11",0.214,5.83,0.33,0.754
"KRTAP4-11",0.129,6.831,0.33,0.754
"LOC729088",-0.194,6.243,0.33,0.754
"RING1",-0.066,10.725,0.33,0.754
"BET3L",-0.292,8.685,0.33,0.754
"POLM",0.134,10.748,0.33,0.754
"TEX264",-0.076,9.521,0.33,0.754
"PPP3CB",-0.048,10.93,0.33,0.754
"NEURL",0.227,10.422,0.33,0.754
"CDKL5",0.062,9.095,0.33,0.754
"HIST2H2BE",-0.266,10.734,0.331,0.754
"SLC30A7",0.082,9.343,0.331,0.754
"MSL3L2",-0.078,9.74,0.331,0.754
"ARMC2",-0.206,4.779,0.331,0.754
"B3GNT8",0.188,10.68,0.331,0.754
"ZNF223",0.183,7.376,0.331,0.754
"GCOM1",-0.11,9.969,0.331,0.754
"PDCD4",-0.129,12.354,0.331,0.754
"PSMD2",0.073,11.597,0.331,0.754
"KRBA1",0.093,11.361,0.331,0.754
"APBA2",0.146,9.78,0.331,0.754
"MIS12",0.09,9.177,0.331,0.754
"CRAT",-0.152,7.72,0.331,0.755
"TNFRSF12A",0.239,6.805,0.331,0.755
"HNRNPAB",-0.222,9.479,0.332,0.755
"RIMS4",0.183,4.247,0.332,0.755
"ZNF664",-0.11,11.446,0.332,0.755
"NCR3",0.308,11.851,0.332,0.755
"ACSL4",0.097,9.527,0.332,0.755
"MRPL14",0.067,13.111,0.332,0.755
"ALB",-0.176,3.196,0.332,0.755
"C9orf91",0.135,9.837,0.332,0.755
"DPYD",0.111,11.047,0.332,0.755
"ANTXR1",0.206,3.18,0.332,0.755
"ARID3A",0.108,10.591,0.332,0.755
"PTX3",0.287,8.259,0.332,0.755
"CEACAM3",-0.146,5.504,0.332,0.755
"MGC16384",0.188,8.72,0.332,0.755
"IL27RA",-0.091,12.19,0.332,0.755
"RPAIN",0.058,11.179,0.333,0.755
"MKRN3",-0.368,3.821,0.333,0.755
"IL10RB",0.097,11.259,0.333,0.756
"NCRNA00162",0.144,4.393,0.333,0.756
"KRTAP5-9",0.154,8.608,0.333,0.756
"HOXD3",-0.109,3.14,0.333,0.757
"LOC441377",0.402,14.996,0.333,0.757
"TFEC",0.212,8.232,0.333,0.757
"NBPF20",-0.213,11.971,0.334,0.757
"HIST1H2BF",-0.207,12.421,0.334,0.757
"STK38L",0.152,8.961,0.334,0.757
"SFXN2",0.149,6.307,0.334,0.757
"LOC440498",-0.146,8.476,0.334,0.757
"IFIT3",0.44,9.232,0.334,0.757
"RAB42",-0.338,3.924,0.334,0.757
"ABI2",-0.126,8.62,0.334,0.757
"C11orf82",0.152,7.902,0.334,0.758
"RBAK",0.245,6.695,0.334,0.758
"TYW3",0.101,10.303,0.334,0.758
"SERINC3",0.069,11.515,0.335,0.758
"ASB6",0.097,10.371,0.335,0.758
"CALM1",-0.082,13.8,0.335,0.759
"NDRG1",0.068,14.077,0.335,0.759
"HN1L",0.095,9.999,0.335,0.759
"CHODL",0.202,4.958,0.335,0.759
"MAPK8IP1",0.346,5.529,0.335,0.759
"CFD",0.143,15.435,0.335,0.759
"NKX6-1",0.039,3.014,0.335,0.759
"F13B",0.121,3.171,0.335,0.759
"YPEL2",-0.122,10.21,0.336,0.759
"MCCC2",0.074,6.709,0.336,0.759
"MGC15705",0.171,3.619,0.336,0.759
"ZNF23",0.322,7.137,0.336,0.759
"LOC440396",-0.45,8.58,0.336,0.759
"DFNB59",-0.321,4.959,0.336,0.759
"NOTUM",0.096,6.33,0.336,0.759
"ZBTB32",-0.251,8.713,0.336,0.759
"C8orf39",0.207,3.373,0.336,0.759
"C11orf31",-0.057,15.283,0.336,0.759
"ATAD5",-0.123,5.903,0.336,0.759
"GABRG2",0.191,5.788,0.336,0.759
"SELM",-0.183,9.207,0.336,0.759
"TEX101",-0.217,4.855,0.336,0.759
"S1PR5",0.251,11.789,0.336,0.759
"ZNF777",0.085,11.104,0.336,0.759
"MPZL3",0.12,9.948,0.336,0.759
"MCM4",-0.181,6.265,0.336,0.759
"HEG1",0.129,10.022,0.336,0.759
"AHDC1",0.087,8.953,0.336,0.759
"CAMK1",-0.113,9.421,0.337,0.759
"IGHV1-69",-0.231,9.189,0.337,0.759
"AQP10",-0.375,10.887,0.337,0.759
"MTPN",-0.121,14.583,0.337,0.759
"VPS4B",0.126,12.211,0.337,0.759
"CARD11",0.118,11.301,0.337,0.759
"ASTN2",0.161,11.576,0.337,0.759
"RHOT1",-0.113,7.511,0.337,0.759
"IDO1",-0.287,7.718,0.337,0.759
"LRRK1",0.145,7.637,0.337,0.759
"HS6ST1",-0.113,10.56,0.337,0.759
"TCP11L1",0.132,7.759,0.337,0.76
"FLJ43276",-0.11,8.42,0.337,0.76
"MT1M",-0.344,7.225,0.337,0.76
"PDK4",0.355,10.391,0.337,0.76
"MRTO4",-0.086,9.92,0.337,0.76
"HIPK1",-0.098,12.421,0.337,0.76
"MTHFR",-0.098,10.139,0.337,0.76
"TAF6",0.074,12.524,0.338,0.76
"MFRP",0.12,7.997,0.338,0.76
"DCUN1D2",-0.092,6.812,0.338,0.76
"ZNF333",-0.097,7.912,0.338,0.76
"COL25A1",0.095,3.176,0.338,0.76
"PITPNM2",-0.172,7.593,0.338,0.76
"DPP4",-0.201,5.807,0.338,0.76
"SETMAR",0.093,9.038,0.338,0.76
"CKS1B",-0.081,11.722,0.338,0.76
"HOXA10",-0.394,3.832,0.338,0.76
"ISG15",0.265,13.52,0.338,0.76
"FSCN2",0.135,4.901,0.338,0.76
"CECR5",-0.058,11.839,0.338,0.76
"PKP2",0.342,5.931,0.338,0.761
"MS4A15",0.416,3.885,0.338,0.761
"KCNA1",-0.159,3.071,0.339,0.761
"ZMYM1",0.079,8.081,0.339,0.761
"PIK3CA",-0.063,9.21,0.339,0.761
"NUPR1",-0.148,3.313,0.339,0.761
"GTF2H3",-0.123,6.654,0.339,0.761
"MSI1",0.146,6.227,0.339,0.761
"LOC645726",0.09,8.098,0.339,0.761
"UBTF",-0.129,9.132,0.339,0.761
"FAU",-0.054,17.103,0.339,0.761
"MEGF11",-0.172,3.237,0.339,0.761
"CYB5D1",0.441,3.918,0.339,0.761
"CHRNB3",-0.159,4.706,0.339,0.761
"SIGLEC5",-0.365,10.996,0.339,0.761
"AK3L1",-0.21,8.267,0.339,0.761
"ZNF75A",-0.134,5.933,0.339,0.761
"PCDHGA2",0.204,5.085,0.339,0.761
"TTC31",0.072,8.601,0.339,0.761
"SCGB3A1",-0.405,6.451,0.339,0.761
"UNC5C",0.265,3.383,0.34,0.761
"RBM14",0.086,11.585,0.34,0.761
"DUSP18",0.103,10.397,0.34,0.761
"ND6",-0.245,10.899,0.34,0.762
"HLA-DRB6",-0.95,5.831,0.34,0.762
"TMEM101",0.06,10.215,0.34,0.762
"GSTP1",0.073,16.416,0.34,0.762
"ZNF358",0.125,6.685,0.34,0.762
"WDR20",0.132,7.759,0.34,0.762
"BAZ2A",-0.204,9.807,0.34,0.762
"TCEAL1",0.076,9.437,0.34,0.762
"FMO5",0.112,7.364,0.34,0.762
"UBASH3A",-0.173,10.446,0.34,0.762
"DEPDC7",-0.269,5.088,0.341,0.762
"SENP2",0.075,9.685,0.341,0.762
"SNRPG",-0.078,11.782,0.341,0.762
"HPGD",-0.199,7.915,0.341,0.762
"DFNA5",-0.383,4.984,0.341,0.762
"LOC441131",-0.103,12.785,0.341,0.762
"FXR2",0.122,7.272,0.341,0.762
"NEK3",0.089,10.263,0.341,0.762
"SNX13",0.078,9.702,0.341,0.762
"TXNDC9",0.077,11.562,0.341,0.762
"OXTR",-0.387,7.516,0.341,0.762
"ZNF37A",-0.08,8.018,0.341,0.762
"TRIM50",-0.189,6.147,0.341,0.762
"WDR78",0.241,3.984,0.341,0.762
"LOC642076",-0.075,15.804,0.341,0.762
"TSPYL2",0.125,11.13,0.341,0.762
"AP4E1",0.08,10.586,0.341,0.762
"RUNX2",0.118,9.522,0.341,0.762
"RECK",0.099,10.503,0.342,0.762
"C3orf44",0.279,3.391,0.342,0.763
"CCNB3",0.284,4.807,0.342,0.763
"CDCA5",-0.21,7.394,0.342,0.763
"HIST1H2AC",-0.278,12.717,0.342,0.763
"AFAP1",-0.197,6.173,0.342,0.763
"NSUN7",0.32,3.504,0.342,0.763
"LBH",-0.122,11.608,0.342,0.763
"WBP5",-0.198,6.281,0.342,0.763
"SP4",-0.303,5.641,0.342,0.763
"SLC6A10P",-0.354,4.916,0.342,0.763
"TRPC5",0.098,3.113,0.342,0.763
"ARFGAP2",-0.092,9.564,0.342,0.763
"C9orf84",0.204,3.294,0.342,0.763
"ALDH1L1",0.224,3.26,0.342,0.763
"ZNF826",-0.173,9.58,0.342,0.763
"ADAM33",0.083,6.257,0.342,0.763
"TYSND1",-0.1,9.448,0.342,0.763
"HIST1H4E",-0.112,8.52,0.343,0.763
"GPR125",0.241,7.447,0.343,0.763
"BCS1L",-0.061,10.378,0.343,0.763
"SLC25A16",-0.119,7.583,0.343,0.763
"C9orf80",0.067,9.682,0.343,0.763
"KIAA1467",0.156,4.615,0.343,0.763
"TUSC5",0.156,4.815,0.343,0.763
"TMEM114",0.169,7.742,0.343,0.763
"ZNF414",0.176,7.162,0.343,0.763
"MYC",-0.168,11.595,0.343,0.763
"RIN1",0.164,9.297,0.343,0.764
"HIGD2A",-0.083,11.432,0.343,0.764
"GDI2",0.059,12.114,0.343,0.764
"LOC554234",-0.103,12.995,0.344,0.764
"CSHL1",0.199,3.949,0.344,0.764
"NANOG",-0.254,3.487,0.344,0.764
"LOC541467",0.13,3.335,0.344,0.764
"SARS",0.082,12.197,0.344,0.764
"CALY",0.155,4.856,0.344,0.764
"LOC646090",-0.078,3.074,0.344,0.764
"STX1A",0.15,9.424,0.344,0.764
"MKRN1",-0.067,14.322,0.344,0.764
"C10orf58",0.141,8.857,0.344,0.764
"RTKN2",-0.284,7.21,0.344,0.764
"VN1R1",0.247,3.359,0.344,0.764
"ACOX2",-0.206,6.194,0.344,0.764
"TTC39C",-0.097,12.228,0.344,0.764
"LOC440917",-0.217,9.758,0.344,0.764
"CXorf21",0.191,9.819,0.344,0.764
"PNMA1",-0.12,12.495,0.345,0.765
"IDH1",0.13,10.583,0.345,0.765
"TXNDC10",-0.165,7.776,0.345,0.765
"TUBA1C",-0.109,14.562,0.345,0.765
"C22orf9",0.089,15.2,0.345,0.765
"MFSD9",0.09,7.42,0.345,0.765
"ATXN10",-0.081,10.234,0.345,0.765
"RSPH3",-0.1,9.876,0.345,0.765
"PTDSS1",0.052,14.359,0.345,0.765
"PTK6",0.18,6.905,0.345,0.765
"C1orf152",0.273,13.347,0.345,0.765
"FBN1",0.244,3.826,0.345,0.765
"TSHZ1",0.108,10.506,0.345,0.765
"ZNF551",-0.102,7.799,0.346,0.765
"C6orf70",0.076,9.814,0.346,0.765
"TICAM1",0.081,13.012,0.346,0.766
"MARCH4",0.256,3.446,0.346,0.766
"C19orf41",-0.216,3.245,0.346,0.766
"CA5B",0.129,9.989,0.346,0.766
"APBA1",0.155,3.283,0.346,0.766
"MYBPC1",0.113,3.183,0.346,0.766
"UBXN2B",-0.104,8.937,0.346,0.766
"C1orf97",-0.135,8.768,0.346,0.766
"CIAPIN1P",-0.067,9.632,0.346,0.766
"ZBED1",0.257,11.196,0.346,0.766
"MAGOH",-0.108,10.778,0.346,0.766
"SLC30A1",0.1,8.97,0.346,0.766
"WASH1",0.102,14.305,0.346,0.766
"HIBCH",-0.071,11.212,0.346,0.766
"SLC29A2",0.108,7.313,0.347,0.766
"RABL4",-0.074,10.062,0.347,0.766
"TOE1",-0.1,11.364,0.347,0.766
"ULK4",-0.169,7.08,0.347,0.766
"PHLDB2",0.19,8.907,0.347,0.767
"LOC401351",0.283,3.558,0.347,0.767
"LOC642413",-0.221,7.598,0.347,0.767
"LGALS9",0.149,10.212,0.347,0.767
"SLC24A6",0.102,11.214,0.347,0.767
"FLJ13224",-0.188,4.442,0.347,0.767
"FAM122C",-0.094,6.804,0.347,0.767
"AGAP10",-0.355,6.984,0.347,0.767
"NFE2L3",0.193,9.281,0.348,0.768
"WNT7B",0.145,3.187,0.348,0.768
"TIMM13",0.081,13.663,0.348,0.768
"GNL1",-0.088,10.191,0.348,0.768
"PIGP",-0.074,9.344,0.348,0.768
"KRT5",-0.363,5.449,0.348,0.768
"HAP1",0.201,5.072,0.348,0.768
"CHST2",0.265,11.684,0.348,0.768
"HIC2",0.077,10.34,0.348,0.768
"RNF215",0.129,5.258,0.348,0.768
"C18orf54",0.19,5.59,0.349,0.768
"HECW2",-0.275,4.42,0.349,0.768
"DAPK3",0.087,9.786,0.349,0.768
"MAN1B1",-0.09,10.941,0.349,0.768
"ADC",0.144,7.803,0.349,0.768
"SNAPC1",-0.123,7.488,0.349,0.768
"FNDC3B",0.1,10.289,0.349,0.768
"IPO9",0.084,8.997,0.349,0.768
"SSR2",-0.052,16.014,0.349,0.768
"SLC17A6",0.192,3.302,0.349,0.768
"LRP8",0.109,8.058,0.349,0.768
"LOC100129406",-0.344,3.72,0.349,0.768
"ZFP14",0.301,5.613,0.349,0.768
"PICK1",0.177,6.52,0.349,0.768
"MYO9A",0.092,10.236,0.349,0.768
"C14orf28",-0.109,8.312,0.349,0.768
"MRPL19",-0.064,11.482,0.349,0.768
"SOAT1",-0.099,9.813,0.349,0.768
"ZNF397",0.234,7.622,0.35,0.769
"PLA1A",0.327,3.901,0.35,0.769
"FBXW7",-0.078,11.609,0.35,0.769
"LOC572558",0.438,4.156,0.35,0.769
"RNF2",0.265,8.457,0.35,0.769
"OXNAD1",-0.137,11.561,0.35,0.769
"ALDH3B1",0.131,10.972,0.35,0.769
"C21orf121",0.168,3.13,0.35,0.769
"PPP1R13B",0.11,6.726,0.35,0.769
"CARD17",0.111,11.958,0.35,0.769
"MYL9",-0.432,9.077,0.35,0.769
"MGC24125",-0.238,5.122,0.35,0.769
"LENG9",0.178,5.58,0.35,0.77
"TMEM51",-0.336,9.461,0.351,0.77
"DKFZP564C152",-0.23,5.133,0.351,0.77
"PDZD7",0.132,16.252,0.351,0.77
"PDHX",0.07,9.089,0.351,0.77
"ACAD9",-0.067,12.005,0.351,0.77
"PCSK6",-0.32,7.648,0.351,0.77
"C9orf86",0.091,13.041,0.351,0.77
"GBF1",0.103,11.432,0.351,0.77
"SIGLEC1",0.499,6.839,0.351,0.77
"RASSF2",0.094,14.292,0.351,0.77
"C12orf43",-0.074,7.479,0.351,0.77
"SERP1",-0.075,12.747,0.351,0.77
"TWF2",0.075,12.681,0.351,0.77
"FLAD1",0.071,9.639,0.351,0.77
"LOC256021",-0.272,4.497,0.352,0.77
"PCTP",-0.086,11.691,0.352,0.77
"MTERFD1",0.113,9.911,0.352,0.77
"LOC441383",0.28,3.608,0.352,0.77
"NDE1",0.086,13.669,0.352,0.77
"PATE1",0.148,3.415,0.352,0.77
"LOC728411",0.074,11.902,0.352,0.77
"MEOX1",0.269,5.076,0.352,0.77
"SLC16A1",-0.078,9.102,0.352,0.77
"DNAJC7",0.256,11.529,0.352,0.77
"LOC728324",-0.071,12.885,0.352,0.77
"ADCY10",-0.239,3.331,0.352,0.77
"CYTL1",0.288,5.829,0.352,0.77
"CADM4",0.249,3.355,0.352,0.77
"AGFG2",0.112,8.377,0.352,0.77
"WDSUB1",0.093,9.204,0.352,0.771
"ACBD5",-0.133,10.493,0.352,0.771
"RRM1",-0.077,10.977,0.353,0.771
"DAGLB",0.084,9.32,0.353,0.771
"MAP3K13",0.067,3.112,0.353,0.771
"PLEKHH1",0.081,3.071,0.353,0.771
"ADARB2",0.454,4.162,0.353,0.771
"TPR",-0.079,12.301,0.353,0.771
"SEC31A",0.053,10.195,0.353,0.771
"ZNF187",0.102,8.629,0.353,0.771
"FUT6",0.11,16.542,0.353,0.771
"NGRN",0.121,9.71,0.353,0.771
"PAFAH1B3",-0.138,9.81,0.353,0.771
"CYP8B1",-0.101,3.165,0.353,0.771
"NMT2",-0.15,9.347,0.353,0.771
"TCTN2",-0.215,4.411,0.353,0.771
"HIST1H2BE",-0.189,12.07,0.353,0.771
"RABEP1",0.232,10.004,0.353,0.771
"RPS26",0.314,16.724,0.353,0.771
"FAM29A",-0.074,9.421,0.353,0.771
